,CHR_PCODE,CHR_SYS_SAMPLE_CDE,CHR_SAMPLE_DEL_GRP,CHR_LAB_ANAL_METHOD_NAME,CHR_ANALYSIS_DATE,CHR_TEST_TYPE,CHR_LAB_MATRIX_CDE,CHR_DILUTION_FACTOR,CHR_PREP_METHOD,CHR_PREP_DATE,CHR_LAB_NAME_CDE,CHR_QC_LEVEL,CHR_LAB_SAMPLE_ID,CHR_SUBSAMPLE_AMT,CHR_SUBSAMPLE_AMT_UNIT,CHR_FINAL_VOLUME,CHR_FINAL_VOLUME_UNIT,CHR_CAS_RN,CHR_RESULT_VALUE,CHR_RESULT_TYPE_CDE,CHR_REPORTABLE_RESULT,CHR_DETECT_FLAG,CHR_QLFR_SRC,CHR_LAB_QUAL,CHR_VALIDATED_YN,CHR_VALIDATION_DATE,CHR_VALIDATOR_QUAL,CHR_VALIDATOR_QUAL_EXPLN,CHR_METHOD_DETECT_LIMIT,CHR_REPORTING_DETECT_LIMIT,CHR_QUANTITATION_LIMIT,CHR_DETECTION_LIMIT_UNIT,CHR_RESULT_COMMENT,CHR_QC_ORIG_CONC,CHR_QC_SPIKE_ADDED,CHR_QC_SPIKE_MEASURED,CHR_QC_SPIKE_RECOVERY,CHR_QC_DUP_ORIG_CONC,CHR_QC_DUP_SPIKE_ADDED,CHR_QC_DUP_SPIKE_MEASURED,CHR_QC_DUP_SPIKE_RECOVERY,CHR_QC_RPD,CHR_QC_SPIKE_LCL,CHR_QC_SPIKE_UCL,CHR_QC_RPD_CL,CHR_QC_SPIKE_STATUS,CHR_QC_DUP_SPIKE_STATUS,CHR_QC_RPD_STATUS
627,121,13-SAW-18.4-09172020-WMS,R2008671,E365.1,10/2/2020 21:14,initial,WS,1,METHOD,10/1/2020 16:00,ALSRNY,quant,R2008671-001MS,20,mL,20,mL,7723-14-0,0.066,SC,Yes,Y,AE,0,NA,NA,0,NA,0.0036,NA,0.005,mg/l,,0.0401,0.025,0.066,103,NA,NA,NA,NA,,75,125,20,,,NA
628,121,13-SAW-10.8-09172020-WMS,R2008671,E365.1,10/2/2020 23:44,initial,WS,5,METHOD,10/1/2020 16:00,ALSRNY,quant,R2008671-002MS,20,mL,20,mL,7723-14-0,0.098,SC,Yes,Y,AE,0,NA,NA,0,NA,0.018,NA,0.025,mg/l,,0.078,0.025,0.098,77,NA,NA,NA,NA,,75,125,20,,,NA
629,99,13-SAW-1.11-09172020-WMS,R2008671,E351.2,10/2/2020 13:19,initial,WS,1,METHOD,10/1/2020 15:15,ALSRNY,quant,R2008671-007MS,20,mL,20,mL,KN,2.5,SC,Yes,Y,AE,0,NA,NA,0,NA,0.1,NA,0.1,mg/l,,0.25,2.5,2.5,90,NA,NA,NA,NA,,75,125,20,,,NA
630,98,13-SAW-18.4-09172020-WSD,R2008671,E350.1,9/30/2020 21:04,initial,WS,1,,,ALSRNY,quant,R2008671-001DMS,10,mL,10,mL,7664-41-7,0.233,SC,Yes,Y,AE,0,NA,NA,0,NA,0.003,NA,0.01,mg/l,,NA,NA,NA,NA,0.013,0.25,0.233,88,<1,75,125,20,,,NA
631,27,13-SAW-18.4-09172020-WSD,R2008671,E300.0,9/27/2020 1:54,initial,WS,40,,,ALSRNY,quant,R2008671-001DMS,10,mL,10,mL,16887-00-6,293,SC,Yes,Y,AE,0,NA,NA,0,NA,1.7,NA,8,mg/l,,NA,NA,NA,NA,181,80,293,141,11,75,125,20,*,*,NA
632,101,13-SAW-18.4-09172020-WSD,R2008671,E353.2,10/1/2020 23:09,initial,WS,1,,,ALSRNY,quant,R2008671-001DMS,10,mL,10,mL,NO3NO2N,0.973,SC,Yes,Y,AE,0,NA,NA,0,NA,0.0015,NA,0.002,mg/l,,NA,NA,NA,NA,0.53,0.5,0.973,89,1,75,125,20,,,NA
633,102,13-SAW-18.4-09172020-WSD,R2008671,E353.2,9/19/2020 8:41,initial,WS,1,,,ALSRNY,quant,R2008671-001DMS,10,mL,10,mL,14797-65-0,0.251,SC,Yes,Y,AE,0,NA,NA,0,NA,0.007,NA,0.01,mg/l,,NA,NA,NA,NA,0,0.25,0.251,100,<1,75,125,20,,,NA
634,99,13-SAW-18.4-09172020-WSD,R2008671,E351.2,10/2/2020 13:13,initial,WS,1,METHOD,10/1/2020 15:15,ALSRNY,quant,R2008671-001DMS,20,mL,20,mL,KN,2.68,SC,Yes,Y,AE,0,NA,NA,0,NA,0.1,NA,0.1,mg/l,,NA,NA,NA,NA,0.21,2.5,2.68,99,2,75,125,20,,,NA
635,121,13-SAW-18.4-09172020-WSD,R2008671,E365.1,10/2/2020 21:15,initial,WS,1,METHOD,10/1/2020 16:00,ALSRNY,quant,R2008671-001DMS,20,mL,20,mL,7723-14-0,0.0664,SC,Yes,Y,AE,0,NA,NA,0,NA,0.0036,NA,0.005,mg/l,,NA,NA,NA,NA,0.0401,0.025,0.0664,105,<1,75,125,20,,,NA
636,121,13-SAW-10.8-09172020-WSD,R2008671,E365.1,10/2/2020 23:45,initial,WS,5,METHOD,10/1/2020 16:00,ALSRNY,quant,R2008671-002DMS,20,mL,20,mL,7723-14-0,0.098,SC,Yes,Y,AE,0,NA,NA,0,NA,0.018,NA,0.025,mg/l,,NA,NA,NA,NA,0.078,0.025,0.098,78,<1,75,125,20,,,NA
637,99,13-SAW-1.11-09172020-WSD,R2008671,E351.2,10/2/2020 13:20,initial,WS,1,METHOD,10/1/2020 15:15,ALSRNY,quant,R2008671-007DMS,20,mL,20,mL,KN,2.62,SC,Yes,Y,AE,0,NA,NA,0,NA,0.1,NA,0.1,mg/l,,NA,NA,NA,NA,0.25,2.5,2.62,95,4,75,125,20,,,NA
642,21,13-SAW-18.4-09172020-W,R2008671,E200.7,9/28/2020 16:28,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-001,10,mL,10,mL,7440-70-2,71400,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,110,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
643,71,13-SAW-18.4-09172020-W,R2008671,E200.7,9/28/2020 16:28,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-001,10,mL,10,mL,7439-95-4,22400,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,68,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
644,21,13-SAW-18.4-09172020-WMS,R2008671,E200.7,9/28/2020 16:31,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-001S,10,mL,10,mL,7440-70-2,70900,SC,Yes,Y,AE,0,NA,NA,0,NA,110,NA,1000,ug/l,,71400,2000,70900,-25,NA,NA,NA,NA,,70,130,NA,*,,NA
645,71,13-SAW-18.4-09172020-WMS,R2008671,E200.7,9/28/2020 16:31,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-001S,10,mL,10,mL,7439-95-4,23800,SC,Yes,Y,AE,0,NA,NA,0,NA,68,NA,1000,ug/l,,22400,2000,23800,70,NA,NA,NA,NA,,70,130,NA,*,,NA
646,21,13-SAW-18.4-09172020-WSD,R2008671,E200.7,9/28/2020 16:34,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-001SD,10,mL,10,mL,7440-70-2,71500,SC,Yes,Y,AE,0,NA,NA,0,NA,110,NA,1000,ug/l,,NA,NA,NA,NA,71400,2000,71500,5,1,70,130,20,*,*,NA
647,71,13-SAW-18.4-09172020-WSD,R2008671,E200.7,9/28/2020 16:34,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-001SD,10,mL,10,mL,7439-95-4,24000,SC,Yes,Y,AE,0,NA,NA,0,NA,68,NA,1000,ug/l,,NA,NA,NA,NA,22400,2000,24000,80,1,70,130,20,,,NA
648,21,13-SAW-10.8-09172020-W,R2008671,E200.7,9/28/2020 16:43,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-002,10,mL,10,mL,7440-70-2,70200,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,110,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
649,71,13-SAW-10.8-09172020-W,R2008671,E200.7,9/28/2020 16:43,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-002,10,mL,10,mL,7439-95-4,24900,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,68,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
650,21,13-SAW-7.9-09172020-W,R2008671,E200.7,9/28/2020 16:47,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-003,10,mL,10,mL,7440-70-2,67800,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,110,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
651,71,13-SAW-7.9-09172020-W,R2008671,E200.7,9/28/2020 16:47,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-003,10,mL,10,mL,7439-95-4,25100,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,68,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
652,21,13-SAW-4.8-09172020-W,R2008671,E200.7,9/28/2020 16:50,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-004,10,mL,10,mL,7440-70-2,64300,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,110,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
653,71,13-SAW-4.8-09172020-W,R2008671,E200.7,9/28/2020 16:50,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-004,10,mL,10,mL,7439-95-4,24200,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,68,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
654,21,13-SAW-0.2-09172020-W,R2008671,E200.7,9/28/2020 16:59,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-005,10,mL,10,mL,7440-70-2,63500,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,110,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
655,71,13-SAW-0.2-09172020-W,R2008671,E200.7,9/28/2020 16:59,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-005,10,mL,10,mL,7439-95-4,23400,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,68,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
656,21,13-SAW-0.2-09172020-W-EB,R2008671,E200.7,9/28/2020 17:02,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-006,10,mL,10,mL,7440-70-2,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,110,110,1000,ug/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
657,71,13-SAW-0.2-09172020-W-EB,R2008671,E200.7,9/28/2020 17:02,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-006,10,mL,10,mL,7439-95-4,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,68,68,1000,ug/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
658,21,13-SAW-1.11-09172020-W,R2008671,E200.7,9/28/2020 17:05,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-007,10,mL,10,mL,7440-70-2,64200,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,110,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
659,71,13-SAW-1.11-09172020-W,R2008671,E200.7,9/28/2020 17:05,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-007,10,mL,10,mL,7439-95-4,23800,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,68,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
802,6,13-SAW-18.4-10012020-W,R2009200,SM 2320 B,10/6/2020 19:57,initial,WS,1,,,ALSRNY,quant,R2009200-001,0,mL,NA,,ALK,82.8,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,1.8,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
803,98,13-SAW-18.4-10012020-W,R2009200,E350.1,10/12/2020 19:23,initial,WS,1,,,ALSRNY,quant,R2009200-001,10,mL,10,mL,7664-41-7,0.03,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,0.003,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
804,27,13-SAW-18.4-10012020-W,R2009200,E300.0,10/14/2020 21:03,initial,WS,10,,,ALSRNY,quant,R2009200-001,10,mL,10,mL,16887-00-6,83.7,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,0.5,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
805,31,13-SAW-18.4-10012020-W,R2009200,SM10200H,10/9/2020 12:00,initial,WS,4,METHOD,10/2/2020 15:50,ALSRNY,quant,R2009200-001,1020,mL,1020,mL,479-61-8,3.09,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,NA,NA,0.16,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
806,66,13-SAW-18.4-10012020-W,R2009200,SM2340B,10/6/2020 20:05,initial,WS,1,,10/5/2020 0:00,ALSRNY,quant,R2009200-001,0,mL,NA,,HARD,121,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,NA,NA,6.62,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
807,100,13-SAW-18.4-10012020-W,R2009200,Calculation,10/2/2020 17:45,initial,WS,1,,,ALSRNY,quant,R2009200-001,0,mL,NA,,14797-55-8,0.365,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,NA,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
808,101,13-SAW-18.4-10012020-W,R2009200,E353.2,10/15/2020 14:04,initial,WS,1,,,ALSRNY,quant,R2009200-001,10,mL,10,mL,NO3NO2N,0.365,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,0.0015,NA,0.002,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
809,102,13-SAW-18.4-10012020-W,R2009200,E353.2,10/2/2020 17:45,initial,WS,1,,,ALSRNY,quant,R2009200-001,10,mL,10,mL,14797-65-0,NA,TRG,Yes,N,AE,U,Y,3/2/2023,U,Analyte was analyzed for but not detected,0.007,0.007,0.01,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
810,103,13-SAW-18.4-10012020-W,R2009200,Calculation,10/16/2020 17:12,initial,WS,1,,10/15/2020 0:00,ALSRNY,quant,R2009200-001,0,mL,NA,,7727-37-9,0.94,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,NA,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
811,99,13-SAW-18.4-10012020-W,R2009200,E351.2,10/16/2020 17:12,initial,WS,1,METHOD,10/15/2020 13:42,ALSRNY,quant,R2009200-001,20,mL,20,mL,KN,0.57,TRG,Yes,Y,AE,0,Y,3/2/2023,T,low confidence in value due to Equipment Blank error,0.1,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
812,121,13-SAW-18.4-10012020-W,R2009200,E365.1,10/14/2020 15:23,initial,WS,1,METHOD,10/13/2020 21:10,ALSRNY,quant,R2009200-001,20,mL,20,mL,7723-14-0,0.0764,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,0.0036,NA,0.005,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
813,162,13-SAW-18.4-10012020-W,R2009200,E180.1,10/2/2020 14:00,initial,WS,1,,,ALSRNY,quant,R2009200-001,NA,,NA,,TURB,2.3,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,0.06,NA,1,ntu,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
814,6,13-SAW-10.8-10012020-W,R2009200,SM 2320 B,10/6/2020 20:04,initial,WS,1,,,ALSRNY,quant,R2009200-002,0,mL,NA,,ALK,84.8,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,1.8,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
815,98,13-SAW-10.8-10012020-W,R2009200,E350.1,10/12/2020 19:24,initial,WS,1,,,ALSRNY,quant,R2009200-002,10,mL,10,mL,7664-41-7,0.102,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,0.003,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
816,27,13-SAW-10.8-10012020-W,R2009200,E300.0,10/15/2020 16:27,initial,WS,20,,,ALSRNY,quant,R2009200-002,10,mL,10,mL,16887-00-6,106,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,0.9,NA,4,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
817,31,13-SAW-10.8-10012020-W,R2009200,SM10200H,10/9/2020 12:00,initial,WS,4,METHOD,10/2/2020 15:50,ALSRNY,quant,R2009200-002,1000,mL,1000,mL,479-61-8,3.29,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,NA,NA,0.16,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
818,66,13-SAW-10.8-10012020-W,R2009200,SM2340B,10/6/2020 20:08,initial,WS,1,,10/5/2020 0:00,ALSRNY,quant,R2009200-002,0,mL,NA,,HARD,125,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,NA,NA,6.62,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
819,100,13-SAW-10.8-10012020-W,R2009200,Calculation,10/2/2020 17:47,initial,WS,1,,,ALSRNY,quant,R2009200-002,0,mL,NA,,14797-55-8,0.28,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,NA,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
820,101,13-SAW-10.8-10012020-W,R2009200,E353.2,10/15/2020 12:32,initial,WS,1,,,ALSRNY,quant,R2009200-002,10,mL,10,mL,NO3NO2N,0.28,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,0.0015,NA,0.002,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
821,102,13-SAW-10.8-10012020-W,R2009200,E353.2,10/2/2020 17:47,initial,WS,1,,,ALSRNY,quant,R2009200-002,10,mL,10,mL,14797-65-0,NA,TRG,Yes,N,AE,U,Y,3/2/2023,U,Analyte was analyzed for but not detected,0.007,0.007,0.01,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
822,103,13-SAW-10.8-10012020-W,R2009200,Calculation,10/16/2020 17:13,initial,WS,1,,10/15/2020 0:00,ALSRNY,quant,R2009200-002,0,mL,NA,,7727-37-9,0.93,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,NA,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
823,99,13-SAW-10.8-10012020-W,R2009200,E351.2,10/16/2020 17:13,initial,WS,1,METHOD,10/15/2020 13:42,ALSRNY,quant,R2009200-002,20,mL,20,mL,KN,0.65,TRG,Yes,Y,AE,0,Y,3/2/2023,T,low confidence in value due to Equipment Blank error,0.1,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
824,121,13-SAW-10.8-10012020-W,R2009200,E365.1,10/14/2020 15:24,initial,WS,1,METHOD,10/13/2020 21:10,ALSRNY,quant,R2009200-002,20,mL,20,mL,7723-14-0,0.0699,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,0.0036,NA,0.005,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
825,162,13-SAW-10.8-10012020-W,R2009200,E180.1,10/2/2020 14:00,initial,WS,1,,,ALSRNY,quant,R2009200-002,NA,,NA,,TURB,7.4,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,0.06,NA,1,ntu,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
826,6,13-SAW-7.9-10012020-W,R2009200,SM 2320 B,10/6/2020 20:11,initial,WS,1,,,ALSRNY,quant,R2009200-003,0,mL,NA,,ALK,77.6,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,1.8,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
827,98,13-SAW-7.9-10012020-W,R2009200,E350.1,10/12/2020 19:25,initial,WS,1,,,ALSRNY,quant,R2009200-003,10,mL,10,mL,7664-41-7,0.113,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,0.003,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
828,27,13-SAW-7.9-10012020-W,R2009200,E300.0,10/14/2020 21:16,initial,WS,10,,,ALSRNY,quant,R2009200-003,10,mL,10,mL,16887-00-6,92.3,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,0.5,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
829,31,13-SAW-7.9-10012020-W,R2009200,SM10200H,10/9/2020 12:00,initial,WS,4,METHOD,10/2/2020 15:50,ALSRNY,quant,R2009200-003,988,mL,988,mL,479-61-8,2,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,NA,NA,0.16,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
830,66,13-SAW-7.9-10012020-W,R2009200,SM2340B,10/6/2020 20:11,initial,WS,1,,10/5/2020 0:00,ALSRNY,quant,R2009200-003,0,mL,NA,,HARD,115,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,NA,NA,6.62,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
831,100,13-SAW-7.9-10012020-W,R2009200,Calculation,10/2/2020 17:48,initial,WS,1,,,ALSRNY,quant,R2009200-003,0,mL,NA,,14797-55-8,0.347,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,NA,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
832,101,13-SAW-7.9-10012020-W,R2009200,E353.2,10/15/2020 12:33,initial,WS,1,,,ALSRNY,quant,R2009200-003,10,mL,10,mL,NO3NO2N,0.347,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,0.0015,NA,0.002,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
833,102,13-SAW-7.9-10012020-W,R2009200,E353.2,10/2/2020 17:48,initial,WS,1,,,ALSRNY,quant,R2009200-003,10,mL,10,mL,14797-65-0,NA,TRG,Yes,N,AE,U,Y,3/2/2023,U,Analyte was analyzed for but not detected,0.007,0.007,0.01,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
834,103,13-SAW-7.9-10012020-W,R2009200,Calculation,10/16/2020 18:05,initial,WS,1,,10/15/2020 0:00,ALSRNY,quant,R2009200-003,0,mL,NA,,7727-37-9,0.96,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,NA,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
835,99,13-SAW-7.9-10012020-W,R2009200,E351.2,10/16/2020 18:05,initial,WS,1,METHOD,10/15/2020 13:42,ALSRNY,quant,R2009200-003,20,mL,20,mL,KN,0.61,TRG,Yes,Y,AE,0,Y,3/2/2023,T,low confidence in value due to Equipment Blank error,0.1,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
836,121,13-SAW-7.9-10012020-W,R2009200,E365.1,10/14/2020 15:25,initial,WS,1,METHOD,10/13/2020 21:10,ALSRNY,quant,R2009200-003,20,mL,20,mL,7723-14-0,0.078,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,0.0036,NA,0.005,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
837,162,13-SAW-7.9-10012020-W,R2009200,E180.1,10/2/2020 14:00,initial,WS,1,,,ALSRNY,quant,R2009200-003,NA,,NA,,TURB,5.2,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,0.06,NA,1,ntu,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
838,6,13-SAW-4.8-10012020-W,R2009200,SM 2320 B,10/6/2020 20:18,initial,WS,1,,,ALSRNY,quant,R2009200-004,0,mL,NA,,ALK,70.4,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,1.8,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
839,98,13-SAW-4.8-10012020-W,R2009200,E350.1,10/12/2020 19:26,initial,WS,1,,,ALSRNY,quant,R2009200-004,10,mL,10,mL,7664-41-7,0.094,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,0.003,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
840,27,13-SAW-4.8-10012020-W,R2009200,E300.0,10/14/2020 21:22,initial,WS,10,,,ALSRNY,quant,R2009200-004,10,mL,10,mL,16887-00-6,77.9,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,0.5,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
841,31,13-SAW-4.8-10012020-W,R2009200,SM10200H,10/9/2020 12:00,initial,WS,4,METHOD,10/2/2020 15:50,ALSRNY,quant,R2009200-004,992,mL,992,mL,479-61-8,2.26,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,NA,NA,0.16,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
842,66,13-SAW-4.8-10012020-W,R2009200,SM2340B,10/6/2020 20:14,initial,WS,1,,10/5/2020 0:00,ALSRNY,quant,R2009200-004,0,mL,NA,,HARD,100,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,NA,NA,6.62,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
843,100,13-SAW-4.8-10012020-W,R2009200,Calculation,10/2/2020 17:49,initial,WS,1,,,ALSRNY,quant,R2009200-004,0,mL,NA,,14797-55-8,0.373,TRG,Yes,Y,AE,0,Y,3/2/2023,A,,NA,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
