,CHR_PCODE,CHR_SYS_SAMPLE_CDE,CHR_SAMPLE_DEL_GRP,CHR_LAB_ANAL_METHOD_NAME,CHR_ANALYSIS_DATE,CHR_TEST_TYPE,CHR_LAB_MATRIX_CDE,CHR_DILUTION_FACTOR,CHR_PREP_METHOD,CHR_PREP_DATE,CHR_LAB_NAME_CDE,CHR_QC_LEVEL,CHR_LAB_SAMPLE_ID,CHR_SUBSAMPLE_AMT,CHR_SUBSAMPLE_AMT_UNIT,CHR_FINAL_VOLUME,CHR_FINAL_VOLUME_UNIT,CHR_CAS_RN,CHR_RESULT_VALUE,CHR_RESULT_TYPE_CDE,CHR_REPORTABLE_RESULT,CHR_DETECT_FLAG,CHR_QLFR_SRC,CHR_LAB_QUAL,CHR_VALIDATED_YN,CHR_VALIDATION_DATE,CHR_VALIDATOR_QUAL,CHR_VALIDATOR_QUAL_EXPLN,CHR_METHOD_DETECT_LIMIT,CHR_REPORTING_DETECT_LIMIT,CHR_QUANTITATION_LIMIT,CHR_DETECTION_LIMIT_UNIT,CHR_RESULT_COMMENT,CHR_QC_ORIG_CONC,CHR_QC_SPIKE_ADDED,CHR_QC_SPIKE_MEASURED,CHR_QC_SPIKE_RECOVERY,CHR_QC_DUP_ORIG_CONC,CHR_QC_DUP_SPIKE_ADDED,CHR_QC_DUP_SPIKE_MEASURED,CHR_QC_DUP_SPIKE_RECOVERY,CHR_QC_RPD,CHR_QC_SPIKE_LCL,CHR_QC_SPIKE_UCL,CHR_QC_RPD_CL,CHR_QC_SPIKE_STATUS,CHR_QC_DUP_SPIKE_STATUS,CHR_QC_RPD_STATUS
219,71,13-SAW-18.4-09172020-WMS,R2008671,E200.7,9/28/2020 16:31,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-001S,10,mL,10,mL,7439-95-4,23800,SC,Yes,Y,AE,0,NA,NA,0,NA,68,NA,1000,ug/l,,22400,2000,23800,70,NA,NA,NA,NA,,70,130,NA,*,,NA
220,21,13-SAW-18.4-09172020-WSD,R2008671,E200.7,9/28/2020 16:34,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-001SD,10,mL,10,mL,7440-70-2,71500,SC,Yes,Y,AE,0,NA,NA,0,NA,110,NA,1000,ug/l,,NA,NA,NA,NA,71400,2000,71500,5,1,70,130,20,*,*,NA
221,71,13-SAW-18.4-09172020-WSD,R2008671,E200.7,9/28/2020 16:34,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-001SD,10,mL,10,mL,7439-95-4,24000,SC,Yes,Y,AE,0,NA,NA,0,NA,68,NA,1000,ug/l,,NA,NA,NA,NA,22400,2000,24000,80,1,70,130,20,,,NA
222,21,13-SAW-10.8-09172020-W,R2008671,E200.7,9/28/2020 16:43,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-002,10,mL,10,mL,7440-70-2,70200,TRG,Yes,Y,AE,0,N,NA,0,NA,110,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
223,71,13-SAW-10.8-09172020-W,R2008671,E200.7,9/28/2020 16:43,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-002,10,mL,10,mL,7439-95-4,24900,TRG,Yes,Y,AE,0,N,NA,0,NA,68,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
224,21,13-SAW-7.9-09172020-W,R2008671,E200.7,9/28/2020 16:47,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-003,10,mL,10,mL,7440-70-2,67800,TRG,Yes,Y,AE,0,N,NA,0,NA,110,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
225,71,13-SAW-7.9-09172020-W,R2008671,E200.7,9/28/2020 16:47,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-003,10,mL,10,mL,7439-95-4,25100,TRG,Yes,Y,AE,0,N,NA,0,NA,68,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
226,21,13-SAW-4.8-09172020-W,R2008671,E200.7,9/28/2020 16:50,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-004,10,mL,10,mL,7440-70-2,64300,TRG,Yes,Y,AE,0,N,NA,0,NA,110,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
227,71,13-SAW-4.8-09172020-W,R2008671,E200.7,9/28/2020 16:50,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-004,10,mL,10,mL,7439-95-4,24200,TRG,Yes,Y,AE,0,N,NA,0,NA,68,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
228,21,13-SAW-0.2-09172020-W,R2008671,E200.7,9/28/2020 16:59,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-005,10,mL,10,mL,7440-70-2,63500,TRG,Yes,Y,AE,0,N,NA,0,NA,110,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
229,71,13-SAW-0.2-09172020-W,R2008671,E200.7,9/28/2020 16:59,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-005,10,mL,10,mL,7439-95-4,23400,TRG,Yes,Y,AE,0,N,NA,0,NA,68,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
230,21,13-SAW-0.2-09172020-W-EB,R2008671,E200.7,9/28/2020 17:02,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-006,10,mL,10,mL,7440-70-2,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,110,110,1000,ug/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
231,71,13-SAW-0.2-09172020-W-EB,R2008671,E200.7,9/28/2020 17:02,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-006,10,mL,10,mL,7439-95-4,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,68,68,1000,ug/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
232,21,13-SAW-1.11-09172020-W,R2008671,E200.7,9/28/2020 17:05,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-007,10,mL,10,mL,7440-70-2,64200,TRG,Yes,Y,AE,0,N,NA,0,NA,110,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
233,71,13-SAW-1.11-09172020-W,R2008671,E200.7,9/28/2020 17:05,initial,WS,1,SW3010A,9/25/2020 0:00,ALSRNY,quant,R2008671-007,10,mL,10,mL,7439-95-4,23800,TRG,Yes,Y,AE,0,N,NA,0,NA,68,NA,1000,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
234,6,13-SAW-18.4-10012020-W,R2009200,SM 2320 B,10/6/2020 19:57,initial,WS,1,,,ALSRNY,quant,R2009200-001,0,mL,NA,,ALK,82.8,TRG,Yes,Y,AE,0,N,NA,0,NA,1.8,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
235,98,13-SAW-18.4-10012020-W,R2009200,E350.1,10/12/2020 19:23,initial,WS,1,,,ALSRNY,quant,R2009200-001,10,mL,10,mL,7664-41-7,0.03,TRG,Yes,Y,AE,0,N,NA,0,NA,0.003,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
236,27,13-SAW-18.4-10012020-W,R2009200,E300.0,10/14/2020 21:03,initial,WS,10,,,ALSRNY,quant,R2009200-001,10,mL,10,mL,16887-00-6,83.7,TRG,Yes,Y,AE,0,N,NA,0,NA,0.5,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
237,31,13-SAW-18.4-10012020-W,R2009200,SM10200H,10/9/2020 12:00,initial,WS,4,METHOD,10/2/2020 15:50,ALSRNY,quant,R2009200-001,1020,mL,1020,mL,479-61-8,3.09,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,0.16,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
238,66,13-SAW-18.4-10012020-W,R2009200,SM2340B,10/6/2020 20:05,initial,WS,1,,10/5/2020 0:00,ALSRNY,quant,R2009200-001,0,mL,NA,,HARD,121,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,6.62,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
239,100,13-SAW-18.4-10012020-W,R2009200,Calculation,10/2/2020 17:45,initial,WS,1,,,ALSRNY,quant,R2009200-001,0,mL,NA,,14797-55-8,0.365,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
240,101,13-SAW-18.4-10012020-W,R2009200,E353.2,10/15/2020 14:04,initial,WS,1,,,ALSRNY,quant,R2009200-001,10,mL,10,mL,NO3NO2N,0.365,TRG,Yes,Y,AE,0,N,NA,0,NA,0.0015,NA,0.002,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
241,102,13-SAW-18.4-10012020-W,R2009200,E353.2,10/2/2020 17:45,initial,WS,1,,,ALSRNY,quant,R2009200-001,10,mL,10,mL,14797-65-0,NA,TRG,Yes,N,AE,U,N,NA,0,NA,0.007,0.007,0.01,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
242,103,13-SAW-18.4-10012020-W,R2009200,Calculation,10/16/2020 17:12,initial,WS,1,,10/15/2020 0:00,ALSRNY,quant,R2009200-001,0,mL,NA,,7727-37-9,0.94,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
243,99,13-SAW-18.4-10012020-W,R2009200,E351.2,10/16/2020 17:12,initial,WS,1,METHOD,10/15/2020 13:42,ALSRNY,quant,R2009200-001,20,mL,20,mL,KN,0.57,TRG,Yes,Y,AE,0,N,NA,0,NA,0.1,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
244,121,13-SAW-18.4-10012020-W,R2009200,E365.1,10/14/2020 15:23,initial,WS,1,METHOD,10/13/2020 21:10,ALSRNY,quant,R2009200-001,20,mL,20,mL,7723-14-0,0.0764,TRG,Yes,Y,AE,0,N,NA,0,NA,0.0036,NA,0.005,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
245,162,13-SAW-18.4-10012020-W,R2009200,E180.1,10/2/2020 14:00,initial,WS,1,,,ALSRNY,quant,R2009200-001,NA,,NA,,TURB,2.3,TRG,Yes,Y,AE,0,N,NA,0,NA,0.06,NA,1,ntu,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
246,6,13-SAW-10.8-10012020-W,R2009200,SM 2320 B,10/6/2020 20:04,initial,WS,1,,,ALSRNY,quant,R2009200-002,0,mL,NA,,ALK,84.8,TRG,Yes,Y,AE,0,N,NA,0,NA,1.8,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
247,98,13-SAW-10.8-10012020-W,R2009200,E350.1,10/12/2020 19:24,initial,WS,1,,,ALSRNY,quant,R2009200-002,10,mL,10,mL,7664-41-7,0.102,TRG,Yes,Y,AE,0,N,NA,0,NA,0.003,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
248,27,13-SAW-10.8-10012020-W,R2009200,E300.0,10/15/2020 16:27,initial,WS,20,,,ALSRNY,quant,R2009200-002,10,mL,10,mL,16887-00-6,106,TRG,Yes,Y,AE,0,N,NA,0,NA,0.9,NA,4,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
249,31,13-SAW-10.8-10012020-W,R2009200,SM10200H,10/9/2020 12:00,initial,WS,4,METHOD,10/2/2020 15:50,ALSRNY,quant,R2009200-002,1000,mL,1000,mL,479-61-8,3.29,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,0.16,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
250,66,13-SAW-10.8-10012020-W,R2009200,SM2340B,10/6/2020 20:08,initial,WS,1,,10/5/2020 0:00,ALSRNY,quant,R2009200-002,0,mL,NA,,HARD,125,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,6.62,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
251,100,13-SAW-10.8-10012020-W,R2009200,Calculation,10/2/2020 17:47,initial,WS,1,,,ALSRNY,quant,R2009200-002,0,mL,NA,,14797-55-8,0.28,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
252,101,13-SAW-10.8-10012020-W,R2009200,E353.2,10/15/2020 12:32,initial,WS,1,,,ALSRNY,quant,R2009200-002,10,mL,10,mL,NO3NO2N,0.28,TRG,Yes,Y,AE,0,N,NA,0,NA,0.0015,NA,0.002,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
253,102,13-SAW-10.8-10012020-W,R2009200,E353.2,10/2/2020 17:47,initial,WS,1,,,ALSRNY,quant,R2009200-002,10,mL,10,mL,14797-65-0,NA,TRG,Yes,N,AE,U,N,NA,0,NA,0.007,0.007,0.01,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
254,103,13-SAW-10.8-10012020-W,R2009200,Calculation,10/16/2020 17:13,initial,WS,1,,10/15/2020 0:00,ALSRNY,quant,R2009200-002,0,mL,NA,,7727-37-9,0.93,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
255,99,13-SAW-10.8-10012020-W,R2009200,E351.2,10/16/2020 17:13,initial,WS,1,METHOD,10/15/2020 13:42,ALSRNY,quant,R2009200-002,20,mL,20,mL,KN,0.65,TRG,Yes,Y,AE,0,N,NA,0,NA,0.1,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
256,121,13-SAW-10.8-10012020-W,R2009200,E365.1,10/14/2020 15:24,initial,WS,1,METHOD,10/13/2020 21:10,ALSRNY,quant,R2009200-002,20,mL,20,mL,7723-14-0,0.0699,TRG,Yes,Y,AE,0,N,NA,0,NA,0.0036,NA,0.005,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
257,162,13-SAW-10.8-10012020-W,R2009200,E180.1,10/2/2020 14:00,initial,WS,1,,,ALSRNY,quant,R2009200-002,NA,,NA,,TURB,7.4,TRG,Yes,Y,AE,0,N,NA,0,NA,0.06,NA,1,ntu,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
258,6,13-SAW-7.9-10012020-W,R2009200,SM 2320 B,10/6/2020 20:11,initial,WS,1,,,ALSRNY,quant,R2009200-003,0,mL,NA,,ALK,77.6,TRG,Yes,Y,AE,0,N,NA,0,NA,1.8,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
259,98,13-SAW-7.9-10012020-W,R2009200,E350.1,10/12/2020 19:25,initial,WS,1,,,ALSRNY,quant,R2009200-003,10,mL,10,mL,7664-41-7,0.113,TRG,Yes,Y,AE,0,N,NA,0,NA,0.003,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
260,27,13-SAW-7.9-10012020-W,R2009200,E300.0,10/14/2020 21:16,initial,WS,10,,,ALSRNY,quant,R2009200-003,10,mL,10,mL,16887-00-6,92.3,TRG,Yes,Y,AE,0,N,NA,0,NA,0.5,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
261,31,13-SAW-7.9-10012020-W,R2009200,SM10200H,10/9/2020 12:00,initial,WS,4,METHOD,10/2/2020 15:50,ALSRNY,quant,R2009200-003,988,mL,988,mL,479-61-8,2,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,0.16,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
262,66,13-SAW-7.9-10012020-W,R2009200,SM2340B,10/6/2020 20:11,initial,WS,1,,10/5/2020 0:00,ALSRNY,quant,R2009200-003,0,mL,NA,,HARD,115,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,6.62,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
263,100,13-SAW-7.9-10012020-W,R2009200,Calculation,10/2/2020 17:48,initial,WS,1,,,ALSRNY,quant,R2009200-003,0,mL,NA,,14797-55-8,0.347,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
264,101,13-SAW-7.9-10012020-W,R2009200,E353.2,10/15/2020 12:33,initial,WS,1,,,ALSRNY,quant,R2009200-003,10,mL,10,mL,NO3NO2N,0.347,TRG,Yes,Y,AE,0,N,NA,0,NA,0.0015,NA,0.002,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
265,102,13-SAW-7.9-10012020-W,R2009200,E353.2,10/2/2020 17:48,initial,WS,1,,,ALSRNY,quant,R2009200-003,10,mL,10,mL,14797-65-0,NA,TRG,Yes,N,AE,U,N,NA,0,NA,0.007,0.007,0.01,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
266,103,13-SAW-7.9-10012020-W,R2009200,Calculation,10/16/2020 18:05,initial,WS,1,,10/15/2020 0:00,ALSRNY,quant,R2009200-003,0,mL,NA,,7727-37-9,0.96,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
267,99,13-SAW-7.9-10012020-W,R2009200,E351.2,10/16/2020 18:05,initial,WS,1,METHOD,10/15/2020 13:42,ALSRNY,quant,R2009200-003,20,mL,20,mL,KN,0.61,TRG,Yes,Y,AE,0,N,NA,0,NA,0.1,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
268,121,13-SAW-7.9-10012020-W,R2009200,E365.1,10/14/2020 15:25,initial,WS,1,METHOD,10/13/2020 21:10,ALSRNY,quant,R2009200-003,20,mL,20,mL,7723-14-0,0.078,TRG,Yes,Y,AE,0,N,NA,0,NA,0.0036,NA,0.005,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
269,162,13-SAW-7.9-10012020-W,R2009200,E180.1,10/2/2020 14:00,initial,WS,1,,,ALSRNY,quant,R2009200-003,NA,,NA,,TURB,5.2,TRG,Yes,Y,AE,0,N,NA,0,NA,0.06,NA,1,ntu,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
270,6,13-SAW-4.8-10012020-W,R2009200,SM 2320 B,10/6/2020 20:18,initial,WS,1,,,ALSRNY,quant,R2009200-004,0,mL,NA,,ALK,70.4,TRG,Yes,Y,AE,0,N,NA,0,NA,1.8,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
271,98,13-SAW-4.8-10012020-W,R2009200,E350.1,10/12/2020 19:26,initial,WS,1,,,ALSRNY,quant,R2009200-004,10,mL,10,mL,7664-41-7,0.094,TRG,Yes,Y,AE,0,N,NA,0,NA,0.003,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
272,27,13-SAW-4.8-10012020-W,R2009200,E300.0,10/14/2020 21:22,initial,WS,10,,,ALSRNY,quant,R2009200-004,10,mL,10,mL,16887-00-6,77.9,TRG,Yes,Y,AE,0,N,NA,0,NA,0.5,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
273,31,13-SAW-4.8-10012020-W,R2009200,SM10200H,10/9/2020 12:00,initial,WS,4,METHOD,10/2/2020 15:50,ALSRNY,quant,R2009200-004,992,mL,992,mL,479-61-8,2.26,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,0.16,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
274,66,13-SAW-4.8-10012020-W,R2009200,SM2340B,10/6/2020 20:14,initial,WS,1,,10/5/2020 0:00,ALSRNY,quant,R2009200-004,0,mL,NA,,HARD,100,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,6.62,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
275,100,13-SAW-4.8-10012020-W,R2009200,Calculation,10/2/2020 17:49,initial,WS,1,,,ALSRNY,quant,R2009200-004,0,mL,NA,,14797-55-8,0.373,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
276,101,13-SAW-4.8-10012020-W,R2009200,E353.2,10/15/2020 12:35,initial,WS,1,,,ALSRNY,quant,R2009200-004,10,mL,10,mL,NO3NO2N,0.373,TRG,Yes,Y,AE,0,N,NA,0,NA,0.0015,NA,0.002,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
277,102,13-SAW-4.8-10012020-W,R2009200,E353.2,10/2/2020 17:49,initial,WS,1,,,ALSRNY,quant,R2009200-004,10,mL,10,mL,14797-65-0,NA,TRG,Yes,N,AE,U,N,NA,0,NA,0.007,0.007,0.01,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
278,103,13-SAW-4.8-10012020-W,R2009200,Calculation,10/16/2020 18:06,initial,WS,1,,10/15/2020 0:00,ALSRNY,quant,R2009200-004,0,mL,NA,,7727-37-9,0.96,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
279,99,13-SAW-4.8-10012020-W,R2009200,E351.2,10/16/2020 18:06,initial,WS,1,METHOD,10/15/2020 13:42,ALSRNY,quant,R2009200-004,20,mL,20,mL,KN,0.59,TRG,Yes,Y,AE,0,N,NA,0,NA,0.1,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
280,121,13-SAW-4.8-10012020-W,R2009200,E365.1,10/14/2020 15:27,initial,WS,1,METHOD,10/13/2020 21:10,ALSRNY,quant,R2009200-004,20,mL,20,mL,7723-14-0,0.0816,TRG,Yes,Y,AE,0,N,NA,0,NA,0.0036,NA,0.005,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
281,162,13-SAW-4.8-10012020-W,R2009200,E180.1,10/2/2020 14:00,initial,WS,1,,,ALSRNY,quant,R2009200-004,NA,,NA,,TURB,4.3,TRG,Yes,Y,AE,0,N,NA,0,NA,0.06,NA,1,ntu,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
282,6,13-SAW-0.2-10012020-W,R2009200,SM 2320 B,10/6/2020 20:24,initial,WS,1,,,ALSRNY,quant,R2009200-005,0,mL,NA,,ALK,66.8,TRG,Yes,Y,AE,0,N,NA,0,NA,1.8,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
283,98,13-SAW-0.2-10012020-W,R2009200,E350.1,10/12/2020 19:32,initial,WS,1,,,ALSRNY,quant,R2009200-005,10,mL,10,mL,7664-41-7,0.053,TRG,Yes,Y,AE,0,N,NA,0,NA,0.003,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
284,27,13-SAW-0.2-10012020-W,R2009200,E300.0,10/14/2020 21:28,initial,WS,10,,,ALSRNY,quant,R2009200-005,10,mL,10,mL,16887-00-6,73,TRG,Yes,Y,AE,0,N,NA,0,NA,0.5,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
285,31,13-SAW-0.2-10012020-W,R2009200,SM10200H,10/9/2020 12:00,initial,WS,4,METHOD,10/2/2020 15:50,ALSRNY,quant,R2009200-005,1058,mL,1058,mL,479-61-8,2.75,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,0.15,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
286,66,13-SAW-0.2-10012020-W,R2009200,SM2340B,10/6/2020 20:17,initial,WS,1,,10/5/2020 0:00,ALSRNY,quant,R2009200-005,0,mL,NA,,HARD,94.4,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,6.62,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
287,100,13-SAW-0.2-10012020-W,R2009200,Calculation,10/2/2020 17:49,initial,WS,1,,,ALSRNY,quant,R2009200-005,0,mL,NA,,14797-55-8,0.446,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
288,101,13-SAW-0.2-10012020-W,R2009200,E353.2,10/15/2020 12:36,initial,WS,1,,,ALSRNY,quant,R2009200-005,10,mL,10,mL,NO3NO2N,0.446,TRG,Yes,Y,AE,0,N,NA,0,NA,0.0015,NA,0.002,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
289,102,13-SAW-0.2-10012020-W,R2009200,E353.2,10/2/2020 17:49,initial,WS,1,,,ALSRNY,quant,R2009200-005,10,mL,10,mL,14797-65-0,NA,TRG,Yes,N,AE,U,N,NA,0,NA,0.007,0.007,0.01,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
290,103,13-SAW-0.2-10012020-W,R2009200,Calculation,10/16/2020 18:07,initial,WS,1,,10/15/2020 0:00,ALSRNY,quant,R2009200-005,0,mL,NA,,7727-37-9,0.93,TRG,Yes,Y,AE,0,N,NA,0,NA,NA,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
291,99,13-SAW-0.2-10012020-W,R2009200,E351.2,10/16/2020 18:07,initial,WS,1,METHOD,10/15/2020 13:42,ALSRNY,quant,R2009200-005,20,mL,20,mL,KN,0.49,TRG,Yes,Y,AE,0,N,NA,0,NA,0.1,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
